TraceNo.;Realduration(ms);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained)
10;29000;0;1;28999;624951918;624085695;628873535;628873535;611448624;511868628;624922919;624056696;628844536;628844536;611419625;511839629;1;24001;4999;624927918;374342207;409487167;401993503;343246859;300912215;624922919;374337208;409482168;401988504;343241860;300907216
11;120000;0;1;119999;624951918;624085695;628873535;628873535;613975245;673798675;624831919;623965696;628753536;628753536;613855246;673678676;1;119001;999;624832918;1299567;83289;83289;13556012;13901659;624831919;1298568;82290;82290;13555013;13900660
12;405109000;0;1;405108999;624951918;624085695;628873535;628873535;572997188;708430552;219842919;218976696;223764536;223764536;167888189;303321553;1;404107001;1001999;220844918;374342207;409487167;401993503;318749877;308853448;219842919;373340208;408485168;400991504;317747878;307851449
13;522080000;0;1;522079999;624951918;624085695;628873535;628873535;571697574;593722802;102871919;102005696;106793536;106793536;49617575;71642803;1;361134001;160945999;263817918;374342207;409487167;401993503;324011967;385813755;102871919;213396208;248541168;241047504;163065968;224867756;2;433182001;88897999;191769918;809051071;809051071;809051071;286881257;319612948;102871919;720153072;720153072;720153072;197983258;230714949
14;67339000;0;1;67338999;624951918;624085695;628873535;628873535;640788466;567044979;557612919;556746696;561534536;561534536;573449467;499705980;1;67248001;90999;557703918;374342207;409487167;401993503;355399793;397286035;557612919;374251208;409396168;401902504;355308794;397195036
15;3033204000;0;1;3033203999;624951918;624085695;628873535;628873535;612895923;597092129;2408252081;2409118304;2404330464;2404330464;2420308076;2436111870;1;187001;3033016999;624764918;374342207;409487167;401993503;330628635;332496672;2408252081;2658674792;2623529832;2631023496;2702388364;2700520327
16;1215443000;0;1;1215442999;624951918;624085695;628873535;628873535;608361788;662498279;590491081;591357304;586569464;586569464;607081211;552944720;1;722096001;493346999;0;374342207;409487167;401993503;363480118;341749818;493346999;119004792;83859832;91353496;129866881;151597181
17;3437984000;0;1;3437983999;624951918;624085695;628873535;628873535;581428226;616218459;2813032081;2813898304;2809110464;2809110464;2856555773;2821765540;1;89001;3437894999;624862918;374342207;409487167;401993503;380863453;374115615;2813032081;3063552792;3028407832;3035901496;3057031546;3063779384
18;692000;0;1;691999;624951918;624085695;628873535;628873535;582063978;632107455;624259919;623393696;628181536;628181536;581371979;631415456;1;640001;51999;624311918;374342207;409487167;401993503;369940189;392553845;624259919;374290208;409435168;401941504;369888190;392501846
19;113316000;0;1;113315999;624951918;624085695;628873535;628873535;608200112;595375029;511635919;510769696;515557536;515557536;494884113;482059030;1;113052001;263999;511899918;374342207;409487167;401993503;388218324;294950395;511635919;374078208;409223168;401729504;387954325;294686396
20;2496129000;0;1;2496128999;624951918;624085695;628873535;628873535;626050240;632837885;1871177081;1872043304;1867255464;1867255464;1870078759;1863291114;1;90454001;2405674999;534497918;374342207;409487167;401993503;333490473;363619945;1871177081;2031332792;1996187832;2003681496;2072184526;2042055054
21;585000;0;1;584999;624951918;624085695;628873535;628873535;603770252;631961708;624366919;623500696;628288536;628288536;603185253;631376709;1;10001;574999;624941918;374342207;409487167;401993503;333647104;338742752;624366919;373767208;408912168;401418504;333072105;338167753
22;186487000;0;1;186486999;624951918;624085695;628873535;628873535;640976901;630091775;438464919;437598696;442386536;442386536;454489902;443604776;1;96939001;89547999;528012918;374342207;409487167;401993503;325562554;415119248;438464919;284794208;319939168;312445504;236014555;325571249
23;26481000;0;1;26480999;624951918;624085695;628873535;628873535;617958884;676820975;598470919;597604696;602392536;602392536;591477885;650339976;1;26001;26454999;624925918;374342207;409487167;401993503;331371575;377593515;598470919;347887208;383032168;375538504;304916576;351138516
24;1820228000;0;1;1820227999;624951918;624085695;628873535;628873535;591354655;561259758;1195276081;1196142304;1191354464;1191354464;1228873344;1258968241;1;1820115001;112999;0;374342207;409487167;401993503;377075999;371567205;112999;374229208;409374168;401880504;376963000;371454206
25;12838000;0;1;12837999;624951918;624085695;628873535;628873535;595841039;697777075;612113919;611247696;616035536;616035536;583003040;684939076;1;12258001;579999;612693918;374342207;409487167;401993503;352934974;447984812;612113919;373762208;408907168;401413504;352354975;447404813
26;100227000;0;1;100226999;624951918;624085695;628873535;628873535;610652026;674158335;524724919;523858696;528646536;528646536;510425027;573931336;1;11001;100215999;624940918;374342207;409487167;401993503;382361646;299537738;524724919;274126208;309271168;301777504;282145647;199321739
27;7677000;0;1;7676999;624951918;624085695;628873535;628873535;547309278;528554758;617274919;616408696;621196536;621196536;539632279;520877759;1;10001;7666999;624941918;374342207;409487167;401993503;334608927;249728078;617274919;366675208;401820168;394326504;326941928;242061079
28;456126000;0;1;456125999;624951918;624085695;628873535;628873535;607058862;594256339;168825919;167959696;172747536;172747536;150932863;138130340;1;15460001;440665999;609491918;374342207;409487167;401993503;339679236;349741155;168825919;66323792;31178832;38672496;100986763;90924844;2;258942001;197183999;366009918;809051071;809051071;809051071;299078616;278515698;168825919;611867072;611867072;611867072;101894617;81331699
29;79984000;0;1;79983999;624951918;624085695;628873535;628873535;629175611;591010548;544967919;544101696;548889536;548889536;549191612;511026549;1;77546001;2437999;547405918;0;493359391;0;585216022;769126712;544967919;2437999;490921392;2437999;582778023;766688713;2;79901001;82999;545050918;374342207;303176767;401993503;369228965;349904808;544967919;374259208;303093768;401910504;369145966;349821809
30;174976000;0;1;174975999;624951918;624085695;628873535;628873535;614668777;586053438;449975919;449109696;453897536;453897536;439692778;411077439;1;173665001;1310999;451286918;374342207;409487167;401993503;352012469;310916882;449975919;373031208;408176168;400682504;350701470;309605883
31;12096000;0;1;12095999;624951918;624085695;628873535;628873535;608805549;585619058;612855919;611989696;616777536;616777536;596709550;573523059;1;1026001;11069999;623925918;374342207;409487167;401993503;308388218;366450758;612855919;363272208;398417168;390923504;297318219;355380759
32;3198533000;0;1;3198532999;624951918;624085695;628873535;628873535;639020393;541896215;2573581081;2574447304;2569659464;2569659464;2559512606;2656636784;1;936621001;2261911999;0;374342207;409487167;401993503;362741344;339532742;2261911999;1887569792;1852424832;1859918496;1899170655;1922379257
33;404708000;0;1;404707999;624951918;624085695;628873535;628873535;572280757;611876742;220243919;219377696;224165536;224165536;167572758;207168743;1;404690001;17999;220261918;374342207;409487167;401993503;341642988;374910695;220243919;374324208;409469168;401975504;341624989;374892696
34;956734000;0;1;956733999;624951918;624085695;628873535;628873535;664191664;558854905;331782081;332648304;327860464;327860464;292542335;397879094;1;15357001;941376999;609594918;374342207;409487167;401993503;371803812;366389212;331782081;567034792;531889832;539383496;569573187;574987787;2;334419001;622314999;290532918;809051071;809051071;809051071;307935966;294953765;331782081;186736072;186736072;186736072;314379033;327361234;3;956715001;18999;0;374342207;52532235;0;377568033;306893325;18999;374323208;52513236;18999;377549034;306874326
35;345542000;0;1;345541999;624951918;624085695;628873535;628873535;591497866;625251679;279409919;278543696;283331536;283331536;245955867;279709680;1;339249001;6292999;285702918;374342207;409487167;401993503;356979402;391705112;279409919;368049208;403194168;395700504;350686403;385412113
36;1570488000;0;1;1570487999;624951918;624085695;628873535;628873535;647704530;596024198;945536081;946402304;941614464;941614464;922783469;974463801;1;515906001;1054581999;109045918;374342207;409487167;401993503;336921545;335656915;945536081;680239792;645094832;652588496;717660454;718925084;2;1211227001;359260999;0;809051071;809051071;809051071;279380637;262137082;359260999;449790072;449790072;449790072;79880362;97123917
37;143104000;0;1;143103999;624951918;624085695;628873535;628873535;556849132;628185125;481847919;480981696;485769536;485769536;413745133;485081126;1;143089001;14999;481862918;374342207;409487167;401993503;331181730;300001905;481847919;374327208;409472168;401978504;331166731;299986906
38;19000;0;1;18999;624951918;624085695;628873535;628873535;608042057;555936732;624932919;624066696;628854536;628854536;608023058;555917733;1;13001;5999;624938918;374342207;409487167;401993503;389289439;364518368;624932919;374336208;409481168;401987504;389283440;364512369
39;425542000;0;1;425541999;624951918;624085695;628873535;628873535;617752641;570595192;199409919;198543696;203331536;203331536;192210642;145053193;1;413903001;11638999;211048918;0;493359391;0;556479019;618341228;199409919;11638999;481720392;11638999;544840020;606702229;2;425437001;104999;199514918;374342207;303176767;401993503;333796678;380636262;199409919;374237208;303071768;401888504;333691679;380531263
40;344000;0;1;343999;624951918;624085695;628873535;628873535;581204192;619307035;624607919;623741696;628529536;628529536;580860193;618963036;1;13001;330999;624938918;374342207;409487167;401993503;375394533;327970145;624607919;374011208;409156168;401662504;375063534;327639146
41;87572000;0;1;87571999;624951918;624085695;628873535;628873535;559448452;639601862;537379919;536513696;541301536;541301536;471876453;552029863;1;11122001;76449999;613829918;374342207;409487167;401993503;322872506;323081538;537379919;297892208;333037168;325543504;246422507;246631539
42;353000;0;1;352999;624951918;624085695;628873535;628873535;612680493;481673722;624598919;623732696;628520536;628520536;612327494;481320723;1;209001;143999;624742918;374342207;409487167;401993503;336861849;363662545;624598919;374198208;409343168;401849504;336717850;363518546
43;435079000;0;1;435078999;624951918;624085695;628873535;628873535;600578801;630919022;189872919;189006696;193794536;193794536;165499802;195840023;1;109001;434969999;624842918;374342207;409487167;401993503;345956954;351894568;189872919;60627792;25482832;32976496;89013045;83075431
44;80582000;0;1;80581999;624951918;624085695;628873535;628873535;616496958;577305612;544369919;543503696;548291536;548291536;535914959;496723613
45;431415000;0;1;431414999;624951918;624085695;628873535;628873535;639294650;627047355;193536919;192670696;197458536;197458536;207879651;195632356;1;420995001;10419999;203956918;374342207;409487167;401993503;329074945;320386352;193536919;363922208;399067168;391573504;318654946;309966353
46;161565000;0;1;161564999;624951918;624085695;628873535;628873535;594915421;643222165;463386919;462520696;467308536;467308536;433350422;481657166;1;55238001;106326999;569713918;374342207;409487167;401993503;352217316;336102295;463386919;268015208;303160168;295666504;245890317;229775296
47;461390000;0;1;461389999;624951918;624085695;628873535;628873535;610388968;588647468;163561919;162695696;167483536;167483536;148998969;127257469;1;17001;461372999;624934918;374342207;409487167;401993503;374695423;357875212;163561919;87030792;51885832;59379496;86677576;103497787;2;359395001;101994999;265556918;809051071;809051071;809051071;307963452;332326665;163561919;707056072;707056072;707056072;205968453;230331666
48;57360000;0;1;57359999;624951918;624085695;628873535;628873535;623012975;519461272;567591919;566725696;571513536;571513536;565652976;462101273;1;22001;57337999;624929918;374342207;409487167;401993503;384969932;376819792;567591919;317004208;352149168;344655504;327631933;319481793
49;1125789000;0;1;1125788999;624951918;624085695;628873535;628873535;582434879;650377328;500837081;501703304;496915464;496915464;543354120;475411671;1;1172001;1124616999;623779918;374342207;409487167;401993503;330787293;292297965;500837081;750274792;715129832;722623496;793829706;832319034
50;74678000;0;1;74677999;624951918;624085695;628873535;628873535;636472308;609479785;550273919;549407696;554195536;554195536;561794309;534801786;1;10001;74667999;624941918;374342207;409487167;401993503;367086537;378409455;550273919;299674208;334819168;327325504;292418538;303741456
51;68724000;0;1;68723999;624951918;624085695;628873535;628873535;605665830;561843235;556227919;555361696;560149536;560149536;536941831;493119236;1;22001;68701999;624929918;374342207;409487167;401993503;338078029;358831468;556227919;305640208;340785168;333291504;269376030;290129469
52;12576000;0;1;12575999;624951918;624085695;628873535;628873535;584982918;671206268;612375919;611509696;616297536;616297536;572406919;658630269;1;12564001;11999;612387918;374342207;409487167;401993503;339689903;375305615;612375919;374330208;409475168;401981504;339677904;375293616
53;1640758000;0;1;1640757999;624951918;624085695;628873535;628873535;647702840;644852152;1015806081;1016672304;1011884464;1011884464;993055159;995905847;1;2803001;1637954999;622148918;374342207;409487167;401993503;341248549;400272982;1015806081;1263612792;1228467832;1235961496;1296706450;1237682017;2;168613001;1472144999;456338918;809051071;809051071;809051071;316591669;298717552;1015806081;663093928;663093928;663093928;1155553330;1173427447
54;243383000;0;1;243382999;624951918;624085695;628873535;628873535;591888234;664640695;381568919;380702696;385490536;385490536;348505235;421257696;1;2196001;241186999;622755918;374342207;409487167;401993503;378395321;343123632;381568919;133155208;168300168;160806504;137208322;101936633
55;881624000;0;1;881623999;624951918;624085695;628873535;628873535;598339064;550438252;256672081;257538304;252750464;252750464;283284935;331185747;1;22001;881601999;624929918;374342207;409487167;401993503;342028916;388667515;256672081;507259792;472114832;479608496;539573083;492934484;2;279283001;602340999;345668918;809051071;809051071;809051071;297027786;355680775;256672081;206710072;206710072;206710072;305313213;246660224;3;881616001;7999;0;374342207;52532235;0;362274730;335567745;7999;374334208;52524236;7999;362266731;335559746
56;1383005000;0;1;1383004999;624951918;624085695;628873535;628873535;613692634;700726555;758053081;758919304;754131464;754131464;769312365;682278444;1;861047001;521957999;0;374342207;409487167;401993503;366063198;369170208;521957999;147615792;112470832;119964496;155894801;152787791;2;861054001;521950999;0;809051071;809051071;809051071;307730375;324357415;521950999;287100072;287100072;287100072;214220624;197593584;3;1382955001;49999;0;374342207;52532235;0;317724163;332260335;49999;374292208;52482236;49999;317674164;332210336
57;148129000;0;1;148128999;624951918;624085695;628873535;628873535;605513549;684997642;476822919;475956696;480744536;480744536;457384550;536868643;1;88968001;59160999;535983918;374342207;409487167;401993503;346196915;407901902;476822919;315181208;350326168;342832504;287035916;348740903
58;412000;0;1;411999;624951918;624085695;628873535;628873535;610202482;662972702;624539919;623673696;628461536;628461536;609790483;662560703;1;58001;353999;624893918;374342207;409487167;401993503;348997749;339712958;624539919;373988208;409133168;401639504;348643750;339358959
59;66404000;0;1;66403999;624951918;624085695;628873535;628873535;625324234;685808635;558547919;557681696;562469536;562469536;558920235;619404636;1;64969001;1434999;559982918;374342207;409487167;401993503;349993422;357336248;558547919;372907208;408052168;400558504;348558423;355901249
60;17051000;0;1;17050999;624951918;624085695;628873535;628873535;632145858;581018118;607900919;607034696;611822536;611822536;615094859;563967119;1;71001;16979999;624880918;374342207;409487167;401993503;343698253;320515825;607900919;357362208;392507168;385013504;326718254;303535826
61;20694000;0;1;20693999;624951918;624085695;628873535;628873535;601653085;573553218;604257919;603391696;608179536;608179536;580959086;552859219;1;410001;20283999;624541918;374342207;409487167;401993503;370940756;363224552;604257919;354058208;389203168;381709504;350656757;342940553;2;20693001;999;604258918;1299567;1849719;1693617;6408075;15720452;604257919;1298568;1848720;1692618;6407076;15719453
62;1543888000;0;1;1543887999;624951918;624085695;628873535;628873535;599549729;555487622;918936081;919802304;915014464;915014464;944338270;988400377;1;15001;1543872999;624936918;374342207;409487167;401993503;329091062;440545228;918936081;1169530792;1134385832;1141879496;1214781937;1103327771;2;72052001;1471835999;552899918;809051071;809051071;809051071;288689370;354974168;918936081;662784928;662784928;662784928;1183146629;1116861831
63;968658000;0;1;968657999;624951918;624085695;628873535;628873535;555894284;615967802;343706081;344572304;339784464;339784464;412763715;352690197;1;442486001;526171999;182465918;374342207;409487167;401993503;386183994;347371972;343706081;151829792;116684832;124178496;139988005;178800027;2;619961001;348696999;4990918;809051071;809051071;809051071;326777426;262848448;343706081;460354072;460354072;460354072;21919573;85848551
64;1195863000;0;1;1195862999;624951918;624085695;628873535;628873535;564120615;622973785;570911081;571777304;566989464;566989464;631742384;572889214;1;331207001;864655999;293744918;374342207;409487167;401993503;381210555;376994585;570911081;490313792;455168832;462662496;483445444;487661414;2;338557001;857305999;286394918;809051071;809051071;809051071;290410922;334265678;570911081;48254928;48254928;48254928;566895077;523040321
65;862942000;0;1;862941999;624951918;624085695;628873535;628873535;597542378;737772095;237990081;238856304;234068464;234068464;265399621;125169904;1;253377001;609564999;371574918;374342207;409487167;401993503;361901420;353793108;237990081;235222792;200077832;207571496;247663579;255771891;2;254436001;608505999;370515918;809051071;809051071;809051071;318428266;331956192;237990081;200545072;200545072;200545072;290077733;276549807
66;600499000;0;1;600498999;624951918;624085695;628873535;628873535;619379205;563972652;24452919;23586696;28374536;28374536;18880206;36526347;1;58567001;541931999;566384918;374342207;409487167;401993503;375402668;292837455;24452919;167589792;132444832;139938496;166529331;249094544
67;95015000;0;1;95014999;624951918;624085695;628873535;628873535;609066262;664812585;529936919;529070696;533858536;533858536;514051263;569797586;1;8681001;86333999;616270918;374342207;409487167;401993503;359210173;422772442;529936919;288008208;323153168;315659504;272876174;336438443
68;431655000;0;1;431654999;624951918;624085695;628873535;628873535;593325821;644618488;193296919;192430696;197218536;197218536;161670822;212963489;1;431604001;50999;193347918;374342207;409487167;401993503;384137488;341505598;193296919;374291208;409436168;401942504;384086489;341454599
69;13160000;0;1;13159999;624951918;624085695;628873535;628873535;591575723;571283008;611791919;610925696;615713536;615713536;578415724;558123009;1;12776001;383999;612175918;374342207;409487167;401993503;347142096;363086442;611791919;373958208;409103168;401609504;346758097;362702443
70;1217022000;0;1;1217021999;624951918;624085695;628873535;628873535;637453263;566786192;592070081;592936304;588148464;588148464;579568736;650235807;1;9157001;1207864999;615794918;374342207;409487167;401993503;368426850;350412918;592070081;833522792;798377832;805871496;839438149;857452081
71;74471000;0;1;74470999;624951918;624085695;628873535;628873535;583250960;613624928;550480919;549614696;554402536;554402536;508779961;539153929;1;21001;74449999;624930918;374342207;409487167;401993503;340305861;297245005;550480919;299892208;335037168;327543504;265855862;222795006
72;1871963000;0;1;1871962999;624951918;624085695;628873535;628873535;571214456;640201075;1247011081;1247877304;1243089464;1243089464;1300748543;1231761924;1;661111001;1210851999;0;374342207;409487167;401993503;366204703;345692122;1210851999;836509792;801364832;808858496;844647296;865159877
73;684468000;0;1;684467999;624951918;624085695;628873535;628873535;565301871;669385445;59516081;60382304;55594464;55594464;119166128;15082554;1;7528001;676939999;617423918;374342207;409487167;401993503;374018939;368155345;59516081;302597792;267452832;274946496;302921060;308784654
74;600590000;0;1;600589999;624951918;624085695;628873535;628873535;635692416;580861538;24361919;23495696;28283536;28283536;35102417;19728461;1;20001;600569999;624931918;0;493359391;0;616705597;585387788;24361919;600569999;107210608;600569999;16135598;15182211;2;442201001;158388999;182750918;374342207;303176767;401993503;351632694;360043865;24361919;215953208;144787768;243604504;193243695;201654866
75;97140000;0;1;97139999;624951918;624085695;628873535;628873535;608848073;553469152;527811919;526945696;531733536;531733536;511708074;456329153;1;21001;97118999;624930918;374342207;409487167;401993503;352961587;348150155;527811919;277223208;312368168;304874504;255842588;251031156;2;6074001;91065999;618877918;809051071;809051071;809051071;326571950;312584862;527811919;717985072;717985072;717985072;235505951;221518863
76;250900000;0;1;250899999;624951918;624085695;628873535;628873535;579620174;691379529;374051919;373185696;377973536;377973536;328720175;440479530;1;17001;250882999;624934918;374342207;409487167;401993503;366885460;338195118;374051919;123459208;158604168;151110504;116002461;87312119
77;855426000;0;1;855425999;624951918;624085695;628873535;628873535;614837651;592897665;230474081;231340304;226552464;226552464;240588348;262528334;1;171155001;684270999;453796918;374342207;409487167;401993503;361484045;299092395;230474081;309928792;274783832;282277496;322786954;385178604
78;11060000;0;1;11059999;624951918;624085695;628873535;628873535;596924925;664648245;613891919;613025696;617813536;617813536;585864926;653588246;1;10001;11049999;624941918;374342207;409487167;401993503;344601024;457308442;613891919;363292208;398437168;390943504;333551025;446258443
79;1487650000;0;1;1487649999;624951918;624085695;628873535;628873535;580121175;613091305;862698081;863564304;858776464;858776464;907528824;874558694;1;270098001;1217551999;354853918;374342207;409487167;401993503;348624928;347642315;862698081;843209792;808064832;815558496;868927071;869909684
80;580413000;0;1;580412999;624951918;624085695;628873535;628873535;609674883;518451035;44538919;43672696;48460536;48460536;29261884;61961964;1;15001;580397999;624936918;374342207;409487167;401993503;321231400;342450162;44538919;206055792;170910832;178404496;259166599;237947837;2;86734001;493678999;538217918;809051071;809051071;809051071;306363144;314517552;44538919;315372072;315372072;315372072;187315855;179161447;3;580405001;7999;44546918;374342207;52532235;0;382785975;374507585;44538919;374334208;52524236;7999;382777976;374499586
81;64068000;0;1;64067999;624951918;624085695;628873535;628873535;613158162;533245762;560883919;560017696;564805536;564805536;549090163;469177763
82;2738438000;0;1;2738437999;624951918;624085695;628873535;628873535;607781577;544350262;2113486081;2114352304;2109564464;2109564464;2130656422;2194087737;1;21001;2738416999;624930918;0;493359391;0;619334197;622057688;2113486081;2738416999;2245057608;2738416999;2119082802;2116359311;2;40001;2738397999;624911918;374342207;303176767;401993503;339172520;400425845;2113486081;2364055792;2435221232;2336404496;2399225479;2337972154
83;106809000;0;1;106808999;624951918;441944383;441944383;441944383;613806437;601686096;518142919;335135384;335135384;335135384;506997438;494877097;1;285001;106523999;624666918;624085695;400655711;400655711;605390221;571704578;518142919;517561696;294131712;294131712;498866222;465180579;2;106390001;418999;518561918;374342207;205381503;205381503;350011231;373182345;518142919;373923208;204962504;204962504;349592232;372763346
84;1826846000;0;1;1826845999;624951918;624085695;628873535;628873535;574035401;610516275;1201894081;1202760304;1197972464;1197972464;1252810598;1216329724;1;8001;1826837999;624943918;374342207;409487167;401993503;359647451;367881548;1201894081;1452495792;1417350832;1424844496;1467190548;1458956451
85;100000;0;1;99999;624951918;624085695;628873535;628873535;600684341;625681905;624851919;623985696;628773536;628773536;600584342;625581906
86;13935000;0;1;13934999;624951918;624085695;628873535;628873535;613009117;555464788;611016919;610150696;614938536;614938536;599074118;541529789;1;31001;13903999;624920918;374342207;409487167;401993503;376189720;366469355;611016919;360438208;395583168;388089504;362285721;352565356
87;232368000;0;1;232367999;624951918;624085695;628873535;628873535;574783349;591803705;392583919;391717696;396505536;396505536;342415350;359435706;1;57252001;175115999;567699918;374342207;409487167;401993503;357005922;332042272;392583919;199226208;234371168;226877504;181889923;156926273
88;2071342000;0;1;2071341999;624951918;624085695;628873535;628873535;564507352;552913488;1446390081;1447256304;1442468464;1442468464;1506834647;1518428511;1;2071335001;6999;0;374342207;409487167;401993503;351136692;348009095;6999;374335208;409480168;401986504;351129693;348002096
89;69299000;0;1;69298999;624951918;624085695;628873535;628873535;605987929;612297865;555652919;554786696;559574536;559574536;536688930;542998866;1;137001;69161999;624814918;374342207;409487167;401993503;331459664;372258022;555652919;305180208;340325168;332831504;262297665;303096023
90;599425000;0;1;599424999;624951918;624085695;628873535;628873535;608106869;711862472;25526919;24660696;29448536;29448536;8681870;112437473;1;256444001;342980999;368507918;374342207;409487167;401993503;399613238;400167135;25526919;31361208;66506168;59012504;56632239;57186136
91;1205245000;0;1;1205244999;624951918;624085695;628873535;628873535;596996773;604611205;580293081;581159304;576371464;576371464;608248226;600633794;1;23001;1205221999;624928918;374342207;409487167;401993503;377205779;335792205;580293081;830879792;795734832;803228496;828016220;869429794
92;66000;0;1;65999;624951918;441944383;441944383;441944383;592754187;668856436;624885919;441878384;441878384;441878384;592688188;668790437;1;26001;39999;624925918;624085695;400655711;400655711;627918763;519765929;624885919;624045696;400615712;400615712;627878764;519725930;2;53001;12999;624898918;374342207;205381503;205381503;348657962;375798588;624885919;374329208;205368504;205368504;348644963;375785589
93;1153962000;0;1;1153961999;624951918;624085695;628873535;628873535;613123295;579552208;529010081;529876304;525088464;525088464;540838704;574409791;1;28429001;1125532999;596522918;374342207;409487167;401993503;358824222;330814565;529010081;751190792;716045832;723539496;766708777;794718434
94;2489000;0;1;2488999;624951918;624085695;628873535;628873535;598410622;697730635;622462919;621596696;626384536;626384536;595921623;695241636;1;7001;2481999;624944918;374342207;409487167;401993503;357029868;311200512;622462919;371860208;407005168;399511504;354547869;308718513
